SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-OIZF-0426-SM-2AXUM	0	B1	7.1	Blood Vessel	Artery - Aorta	0001496	124	347	BP-18081	RNA isolation_PAXgene Tissue miRNA	08/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-0426-SM-7PBZP	0	B1	6.1	Blood Vessel	Artery - Aorta	0001496	124	347	BP-58273	RNA Extraction from Paxgene-derived Lysate Plate Based	11/20/2014	LCSET-6761,LCSET-7211	05/15/2015	TruSeq.v1	RNASEQ		0.98969	244507	0.971506	NA	0.99273	0.81793	NA	24833	1	NA	76	NA	0.0025579	382	0	157094000	0.028156	488744	158244000	18736100	NA	24879	78130000	NA	NA	0	0.153576	0.99273	0.811984	157094000	0.00421088	33516200	12331300	33828800	382	33862600	26893500	0.00338186	33929400	50.0493	0.00308854	0.995771	NA	0	50.2321
GTEX-OIZF-1826-SM-2QU4O	0	B1	7.7	Blood Vessel	Artery - Tibial	0007610	230	241	BP-18080	RNA isolation_PAXgene Tissue miRNA	08/05/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZF-1826-SM-2YUNO	0	B1	7.7	Blood Vessel	Artery - Tibial	0007610	230	241	BP-18080	RNA isolation_PAXgene Tissue miRNA	08/05/2011			TruSeq.v1	RNASEQ		0.817516	224488	0.973193	NA	0.820802	0.861448	NA	21023	1	NA	76	NA	0.00203538	170	0	76616200	0.026322	265549	93343100	8670030	NA	21036	37840400	NA	NA	0	0.111745	0.820802	0.707078	76616200	0.00352125	16213000	9019530	16568300	179	16674000	16188900	0.00277534	16391500	49.5728	0.00284487	0.824087	NA	0	50.5419
GTEX-OIZF-3026-SM-7PC3D	0	B1	7.6	Blood Vessel	Artery - Coronary	0001621	118	353	BP-58200	RNA Extraction from Paxgene-derived Lysate Plate Based	11/18/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.984348	416634	0.976869	NA	0.987985	0.845895	NA	23904	1	NA	76	NA	0.0031239	281	0	103191000	0.0226798	350302	104446000	15689600	NA	23930	51242200	NA	NA	0	0.130974	0.987985	0.835731	103191000	0.00477117	22261200	8662980	22448900	278	22610300	21385500	0.00394451	22453000	49.8254	0.00335391	0.991622	NA	0	50.2098
GTEX-OIZG-0003-SM-2BWYZ	NA	C1	NA	Blood	Whole Blood	0013756	597	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828062_R02C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-0003-SM-2XK2R	NA	C1	NA	Blood	Whole Blood	0013756	597	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7991783154_R05C02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-0003-SM-4X5ZK	NA	C1	NA	Blood	Whole Blood	0013756	597	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	LCSET-4101	11/11/2013	Standard Exome Sequencing v2 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-0003-SM-5JK3W	NA	C1	NA	Blood	Whole Blood	0013756	597	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	LCSET-5036	03/09/2014	PCR+ 30x Coverage WGS (HiSeq2000)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-0005-SM-2AXUC	NA	C1	8.1	Blood	Whole Blood	0013756	NA	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-0005-SM-2HMJC	NA	C1	8.1	Blood	Whole Blood	0013756	NA	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	LCSET-1156_2	04/02/2012	TruSeq.v1	EXCLUDE		0.609606	887132	0.949427	NA	0.618986	0.75369	NA	21647	1	NA	76	NA	0.0041623	112	0	96585400	0.0492184	301897	156038000	49120800	NA	21665	47289900	NA	NA	0	0.195737	0.618986	0.466523	96585400	0.0259012	20872900	107542000	21558600	128	22189000	20459100	0.014867	21645000	49.3794	0.00193476	0.628366	NA	0	50.808
GTEX-OIZG-0426-SM-3LK5W	1	C1	6.6	Blood Vessel	Artery - Aorta	0001496	717	249	BP-18122	RNA isolation_PAXgene Tissue miRNA	08/09/2011	LCSET-2234	12/16/2012	TruSeq.v1	RNASEQ		0.979575	295691	0.970983	NA	0.980305	0.833882	NA	23300	1	NA	76	NA	0.00228237	278	0	108662000	0.0286806	455986	110845000	10750300	NA	23330	53999900	NA	NA	0	0.137101	0.980305	0.817458	108662000	0.00335699	23379000	11156800	23632300	326	23609000	19422400	0.00281928	23487700	49.8712	0.00411372	0.981035	NA	0	50.2694
GTEX-OIZG-1126-SM-2AXUQ	0	C1	6.7	Heart	Heart - Left Ventricle	0006566	741	240	BP-18123	RNA isolation_PAXgene Tissue miRNA	08/09/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-1126-SM-2HMIU	0	C1	6.7	Heart	Heart - Left Ventricle	0006566	741	240	BP-18123	RNA isolation_PAXgene Tissue miRNA	08/09/2011	LCSET-1156_1	02/15/2012	TruSeq.v1	RNASEQ		0.911819	100140	0.983223	NA	0.917897	0.849319	NA	21314	1	NA	76	NA	0.00235809	263	0	84540400	0.0166412	3144560	92102300	13256500	NA	21330	41858100	NA	NA	0	0.133904	0.917897	0.779587	84540400	0.00884315	18315200	17780600	18987200	289	18960600	8523820	0.00557915	18702900	49.6578	0.034142	0.923975	NA	0	50.9007
GTEX-OIZG-1526-SM-2QU3R	0	C1	6.6	Blood Vessel	Artery - Tibial	0007610	754	240	BP-18123	RNA isolation_PAXgene Tissue miRNA	08/09/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZG-1526-SM-2YUNG	0	C1	6.6	Blood Vessel	Artery - Tibial	0007610	754	240	BP-18123	RNA isolation_PAXgene Tissue miRNA	08/09/2011	LCSET-1433	06/09/2012	TruSeq.v1	EXCLUDE		0.187016	28855	0.967884	NA	0.184829	0.808995	NA	17408	1	NA	76	NA	0.00222982	93	0	15527500	0.0316626	79762	84009800	11287500	NA	17410	7536380	NA	NA	0	0.158889	0.184829	0.149526	15527500	0.00698338	3313410	1877960	3426680	99	3333000	2842870	0.00463472	3231160	49.2243	0.000949437	0.182642	NA	0	50.8402
GTEX-OIZH-0003-SM-2BWZ6	NA	B1	NA	Blood	Whole Blood	0013756	-96	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828062_R03C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0003-SM-2XK32	NA	B1	NA	Blood	Whole Blood	0013756	-96	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7983311048_R02C02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0003-SM-3USSF	NA	B1	NA	Blood	Whole Blood	0013756	-96	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/05/2011	LCSET-2654	01/20/2013	Exome Express (Agilent SureSelect)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0003-SM-5JK41	NA	B1	NA	Blood	Whole Blood	0013756	-96	NA	BP-18079	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	09/15/2011	LCSET-5036	03/10/2014	PCR+ 30x Coverage WGS (HiSeq2000)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0005-SM-2AXUD	NA	B1	8.5	Blood	Whole Blood	0013756	-96	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0005-SM-2HMJN	NA	B1	8.5	Blood	Whole Blood	0013756	-96	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	LCSET-1156_2	02/15/2012	TruSeq.v1	RNASEQ		0.70358	325243	0.967724	NA	0.71106	0.816308	NA	18137	1	NA	76	NA	0.00281047	85	0	62383300	0.0315813	262718	87732900	13711400	NA	18142	30698400	NA	NA	0	0.151415	0.71106	0.580444	62383300	0.0103838	13928700	66018500	14298000	104	14585700	15146600	0.00655729	14287800	49.4842	0.00299452	0.71854	NA	0	50.6541
GTEX-OIZH-0326-SM-2AXUF	1	B1	7.6	Heart	Heart - Left Ventricle	0006566	126	387	BP-18147	RNA isolation_PAXgene Tissue miRNA	08/10/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-0326-SM-2HMKC	1	B1	7.6	Heart	Heart - Left Ventricle	0006566	126	387	BP-18147	RNA isolation_PAXgene Tissue miRNA	08/10/2011	LCSET-1156_2	02/15/2012	TruSeq.v1	RNASEQ		0.666006	69190	0.981278	NA	0.670492	0.853528	NA	20611	1	NA	76	NA	0.00268953	101	0	63983100	0.0184902	1658060	95427100	15952700	NA	20623	31616500	NA	NA	0	0.12775	0.670492	0.572284	63983100	0.00983308	13887400	8194550	14283500	138	14401800	10469900	0.00623741	14106200	49.4815	0.0173752	0.674977	NA	0	50.7031
GTEX-OIZH-1826-SM-2QU54	1	B1	7.4	Blood Vessel	Artery - Tibial	0007610	241	272	BP-18148	RNA isolation_PAXgene Tissue miRNA	08/10/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZH-1826-SM-2YUNP	1	B1	7.4	Blood Vessel	Artery - Tibial	0007610	241	272	BP-18148	RNA isolation_PAXgene Tissue miRNA	08/10/2011	LCSET-1433	06/09/2012	TruSeq.v1	RNASEQ		0.83184	101570	0.976899	NA	0.833898	0.848281	NA	20448	1	NA	76	NA	0.00211934	137	0	66653700	0.0226559	258148	79930300	7164020	NA	20462	32987200	NA	NA	0	0.128619	0.833898	0.707379	66653700	0.00355107	14350300	5076360	14640000	152	14682500	13375600	0.00283344	14459200	49.6168	0.00322966	0.835955	NA	0	50.4997
GTEX-OIZH-3026-SM-3NB1G	1	B1	8.9	Blood Vessel	Artery - Coronary	0001621	123	390	BP-18148	RNA isolation_PAXgene Tissue miRNA	08/10/2011	LCSET-2318	12/16/2012	TruSeq.v1	RNASEQ		0.988185	448367	0.976239	NA	0.991908	0.853148	NA	22499	1	NA	76	NA	0.00365541	215	0	102379000	0.0233656	267715	103214000	16221700	NA	22514	50857100	NA	NA	0	0.123091	0.991908	0.846244	102379000	0.00545724	22217400	10999000	22414100	232	22495500	22085300	0.00455295	22506800	50.0126	0.00259378	0.99563	NA	0	50.2204
GTEX-OIZI-0005-SM-2XCED	NA	C1	7.7	Blood	Whole Blood	0013756	NA	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	LCSET-1562	09/11/2012	TruSeq.v1	RNASEQ		0.72303	413050	0.963096	NA	0.724584	0.782132	NA	20035	1	NA	76	NA	0.00319044	140	0	77127600	0.036266	415153	106444000	12137200	NA	20056	38121400	NA	NA	0	0.180964	0.724584	0.566721	77127600	0.0108797	16815500	21178200	17005200	159	16965200	13959900	0.00702685	17007200	50.0618	0.0039002	0.726139	NA	0	50.2804
GTEX-OIZI-0005-SM-2XV5F	NA	C1	7.7	Blood	Whole Blood	0013756	NA	NA	BP-18095	RNA isolation_PAXgene Blood RNA (Manual)	08/08/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZI-0526-SM-2XCEG	0	C1	7.3	Blood Vessel	Artery - Tibial	0007610	414	240	BP-18178	RNA isolation_PAXgene Tissue miRNA	08/11/2011	LCSET-1562	09/11/2012	TruSeq.v1	RNASEQ		0.877592	129620	0.972247	NA	0.880916	0.816362	NA	22601	1	NA	76	NA	0.00244328	167	0	84975100	0.0273511	387648	96462300	16054300	NA	22629	42158600	NA	NA	0	0.155885	0.880916	0.719146	84975100	0.00926507	18318100	7759020	18363200	187	18429700	15092700	0.00584131	18544900	50.1558	0.00401865	0.884239	NA	0	50.0615
GTEX-OIZI-0526-SM-2XV55	0	C1	7.3	Blood Vessel	Artery - Tibial	0007610	414	240	BP-18178	RNA isolation_PAXgene Tissue miRNA	08/11/2011	GTEx_AffyBatch9_May12	05/31/2012	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OIZI-0926-SM-E6CHF	1	C1	5.6	Heart	Heart - Left Ventricle	0006566	455	240	BP-18178	RNA isolation_PAXgene Tissue miRNA	08/11/2011	LCSET-10507	03/25/2017	TruSeq.v1	RNASEQ		0.994532	315472	0.979867	NA	0.995778	0.842002	NA	22906	1	NA	76	NA	0.00190345	272	0	100074000	0.0198458	495234	100498000	6155270	NA	22928	49876300	NA	NA	0	0.137865	0.995778	0.838448	100074000	0.0024162	22192600	8948120	22414500	291	22371100	19559000	0.00215951	22342100	49.9676	0.00492781	0.997025	NA	0	50.2487
GTEX-OIZI-1126-SM-3NB1F	1	C1	8.3	Blood Vessel	Artery - Aorta	0001496	462	240	BP-18180	RNA isolation_PAXgene Tissue miRNA	08/11/2011	LCSET-2318	12/16/2012	TruSeq.v1	RNASEQ		0.985298	540637	0.971546	NA	0.989824	0.831437	NA	23892	1	NA	76	NA	0.00381191	378	0	121093000	0.0280651	333990	122338000	21917000	NA	23923	60075400	NA	NA	0	0.140108	0.989824	0.822976	121093000	0.00564967	25714100	15812000	26013500	352	26095500	23833700	0.00472659	26164100	50.0656	0.00273005	0.994349	NA	0	50.2894
GTEX-OOBJ-0003-SM-2BWZC	NA	B1	NA	Blood	Whole Blood	0013756	-56	NA	BP-18166	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/11/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828062_R04C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0003-SM-2XK2P	NA	B1	NA	Blood	Whole Blood	0013756	-56	NA	BP-18166	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/11/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array	EXCLUDE	7983311048_R01C02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0003-SM-4X61D	NA	B1	NA	Blood	Whole Blood	0013756	-56	NA	BP-18166	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/11/2011	LCSET-4101	11/11/2013	Standard Exome Sequencing v2 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0003-SM-5JK45	NA	B1	NA	Blood	Whole Blood	0013756	-56	NA	BP-18166	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/11/2011	LCSET-5036,LCSET-7729	09/08/2015	PCR+ 30x Coverage WGS (HiSeq2000)	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0006-SM-2D44R	NA	B1	8.6	Blood	Whole Blood	0013756	NA	NA	BP-18161	RNA isolation_PAXgene Blood RNA (Manual)	08/11/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0006-SM-2I3F4	NA	B1	8.6	Blood	Whole Blood	0013756	NA	NA	BP-18161	RNA isolation_PAXgene Blood RNA (Manual)	08/11/2011	LCSET-1167_4	02/17/2012	TruSeq.v1	RNASEQ		0.852053	807144	0.946257	NA	0.854685	0.799414	NA	19492	1	NA	76	NA	0.00286467	107	0	69184000	0.0531724	270507	80946800	9433170	NA	19502	34355300	NA	NA	0	0.146843	0.854685	0.683247	69184000	0.00457198	15022300	63049800	15520900	130	15594400	15476000	0.0037157	15161000	49.2955	0.00334179	0.857317	NA	0	50.8163
GTEX-OOBJ-0326-SM-2D452	1	B1	7.5	Heart	Heart - Left Ventricle	0006566	119	1429	BP-18253	RNA isolation_PAXgene Tissue miRNA	08/16/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-OOBJ-0326-SM-2I3F8	1	B1	7.5	Heart	Heart - Left Ventricle	0006566	119	1429	BP-18253	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-1167_4	04/02/2012	TruSeq.v1	EXCLUDE		0.361461	59258	0.980669	NA	0.377017	0.853357	NA	20471	1	NA	76	NA	0.00366998	93	0	63712500	0.0190561	1767650	168991000	57758700	NA	20480	30374400	NA	NA	0	0.127312	0.377017	0.32173	63712500	0.0690104	13358300	9040750	13826900	112	14919700	10914000	0.0349921	14555700	49.3826	0.01046	0.392574	NA	0	50.8617
GTEX-OOBJ-0326-SM-33HBO	1	B1	7.5	Heart	Heart - Left Ventricle	0006566	119	1429	BP-18253	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.684437	162569	0.98099	NA	0.688404	0.863049	NA	21674	1	NA	76	NA	0.0023138	266	0	98129300	0.0187582	2779310	142546000	16802300	NA	21690	48577700	NA	NA	0	0.117942	0.688404	0.594126	98129300	0.0068782	21505500	12649100	22122400	312	22293000	16235900	0.00458284	21838300	49.4849	0.0194976	0.692371	NA	0	50.707
GTEX-OOBJ-0326-SM-5SI84	1	B1	7.5	Heart	Heart - Left Ventricle	0006566	119	1429	BP-18253	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-4995	04/05/2014	TruSeq.v1	EXCLUDE		0.990362	298728	0.979491	NA	0.993716	0.854543	NA	20719	1	NA	76	NA	0.00201168	197	0	83529400	0.0202545	2002030	84057600	8145230	NA	20734	41550000	NA	NA	0	0.124947	0.993716	0.849174	83529400	0.00306057	18580300	14307500	18352900	252	18376200	15832000	0.00253436	18809600	50.5828	0.0238174	0.997071	NA	0	49.6922
GTEX-OOBJ-0426-SM-3NB1S	1	B1	6.8	Blood Vessel	Artery - Aorta	0001496	124	1424	BP-18253	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-2318	12/16/2012	TruSeq.v1	RNASEQ		0.984859	327170	0.973852	NA	0.989428	0.828396	NA	23748	1	NA	76	NA	0.00401438	213	0	101338000	0.0257021	256411	102420000	17967400	NA	23776	50251300	NA	NA	0	0.145456	0.989428	0.819638	101338000	0.0057945	21887700	10509100	22061400	245	22171000	18481500	0.00490033	22220000	50.0551	0.00250352	0.993997	NA	0	50.1976
GTEX-OOBJ-1826-SM-3NB1C	1	B1	7.5	Blood Vessel	Artery - Tibial	0007610	224	1324	BP-18254	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-2318	12/16/2012	TruSeq.v1	RNASEQ		0.983429	420429	0.972256	NA	0.988469	0.822815	NA	22912	1	NA	76	NA	0.00405685	215	0	98722700	0.0273376	314965	99874300	18113500	NA	22938	48914700	NA	NA	0	0.149442	0.988469	0.813327	98722700	0.00604637	21018600	10635500	21191600	224	21292900	18104200	0.00504654	21392200	50.1164	0.00315361	0.993509	NA	0	50.2049
GTEX-OOBJ-3026-SM-3NB1D	1	B1	7.3	Blood Vessel	Artery - Coronary	0001621	117	1431	BP-18254	RNA isolation_PAXgene Tissue miRNA	08/16/2011	LCSET-2318	12/16/2012	TruSeq.v1	RNASEQ		0.984251	370186	0.971381	NA	0.988974	0.828079	NA	23629	1	NA	76	NA	0.00404826	172	0	89289800	0.0282028	403469	90285200	15716200	NA	23649	44267700	NA	NA	0	0.143302	0.988974	0.818949	89289800	0.00614777	19090500	10527000	19340000	201	19391100	16237000	0.005093	19445400	50.07	0.00446883	0.993697	NA	0	50.3246
GTEX-OOBK-0004-SM-2BWYT	NA	B1	NA	Blood	Whole Blood	0013756	-118	NA	BP-18209	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	08/12/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array	OMNI	6293828062_R01C01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
